                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                 0.2966,                0.15578,                0.80326,                0.97026,                0.97462,                0.98004,                0.91778,                0.38638,                 0.2212,                0.86559,             0.00033614,             0.00033614,             0.00033614
                    311,                 0.3001,                0.15815,                0.81226,                 0.9737,                0.96799,                0.97618,                0.90896,                0.39347,                0.22467,                0.86831,              0.0003326,              0.0003326,              0.0003326
                    312,                0.29393,                0.15493,                0.80904,                0.97321,                0.96575,                0.96541,                0.89985,                0.39311,                0.24465,                0.87026,             0.00032906,             0.00032906,             0.00032906
                    313,                0.29968,                0.15441,                0.81158,                0.97154,                0.97231,                0.97472,                0.90295,                0.39593,                0.24156,                0.87253,             0.00032553,             0.00032553,             0.00032553
                    314,                0.29049,                0.15297,                0.80717,                0.97125,                0.97074,                 0.9768,                0.91071,                0.39536,                0.23495,                0.87049,             0.00032199,             0.00032199,             0.00032199
                    315,                 0.2922,                0.15164,                0.80744,                0.97143,                0.97074,                0.97283,                0.90928,                0.39823,                0.23892,                0.87145,             0.00031845,             0.00031845,             0.00031845
                    316,                0.29087,                0.15432,                0.81093,                0.97338,                0.97088,                0.97096,                0.90496,                0.39579,                0.24226,                0.86876,             0.00031492,             0.00031492,             0.00031492
                    317,                0.29731,                0.15696,                0.81206,                0.97311,                0.96575,                0.96953,                0.90093,                0.39959,                0.23982,                0.87211,             0.00031138,             0.00031138,             0.00031138
                    318,                0.29273,                0.15578,                0.80683,                0.97046,                0.97073,                0.97208,                0.90057,                0.40278,                 0.2319,                0.87343,             0.00030784,             0.00030784,             0.00030784
                    319,                0.29415,                0.15489,                0.80761,                0.97608,                0.97104,                0.96919,                0.89745,                0.40871,                0.23542,                 0.8761,             0.00030431,             0.00030431,             0.00030431
                    320,                0.29183,                0.15326,                0.80272,                0.97281,                0.97071,                0.97097,                0.90236,                0.40596,                0.24131,                0.87633,             0.00030077,             0.00030077,             0.00030077
                    321,                0.29131,                0.15471,                0.80812,                0.97279,                0.96575,                0.96724,                0.89828,                0.40191,                0.24558,                0.87482,             0.00029723,             0.00029723,             0.00029723
                    322,                0.29383,                0.15484,                0.80757,                0.96726,                0.97096,                0.97434,                0.90523,                0.39927,                 0.2385,                0.87294,              0.0002937,              0.0002937,              0.0002937
                    323,                0.28414,                0.14733,                0.80257,                 0.9719,                0.97074,                0.96896,                 0.9019,                0.40048,                0.24396,                0.87411,             0.00029016,             0.00029016,             0.00029016
                    324,                0.29062,                0.15002,                0.80695,                0.97341,                0.96575,                0.97867,                0.90978,                0.39891,                0.24059,                0.87304,             0.00028662,             0.00028662,             0.00028662
                    325,                0.28786,                0.14918,                0.80811,                0.97342,                0.96575,                0.97492,                0.90894,                0.40297,                0.25179,                0.87509,             0.00028308,             0.00028308,             0.00028308
                    326,                0.29527,                0.15303,                0.80871,                0.97009,                0.97063,                0.97988,                0.91049,                0.39837,                0.23694,                0.87479,             0.00027955,             0.00027955,             0.00027955
                    327,                 0.2825,                0.14549,                0.80217,                0.97339,                0.96575,                0.97121,                0.90486,                0.40054,                0.25209,                0.87496,             0.00027601,             0.00027601,             0.00027601
                    328,                0.28971,                0.14971,                0.80718,                0.97571,                0.97104,                0.98125,                0.91592,                0.40254,                0.22987,                0.87458,             0.00027247,             0.00027247,             0.00027247
                    329,                0.29102,                0.14859,                0.80646,                0.97117,                0.97062,                0.97984,                0.91521,                0.40225,                0.23561,                0.87427,             0.00026894,             0.00026894,             0.00026894
                    330,                0.28676,                0.14766,                0.80584,                0.97314,                0.96575,                0.96885,                0.90221,                0.40355,                0.24951,                0.87607,              0.0002654,              0.0002654,              0.0002654
